scenario	rep	year	region	n_individuals	n_individuals_with_roh	mean_FROH_100kb	sd_FROH_100kb	median_FROH_100kb	mean_n_roh	mean_roh_length_bp	mean_individual_max_roh_bp	max_roh_bp_observed	mean_FROH_100_250kb	mean_FROH_250_500kb	mean_FROH_500kb_1Mb	mean_FROH_gt1Mb	state
restore_4km	rep005	2140	W	20	9	0.0215531896684719	0.0561600462445632	0	0.6	482904.777777778	295198.7	2530463	0.00312578167008916	0.00153228126059282	0.00158033258530589	0.0153147941524841	2140 R4
restore_4km	rep005	2140	E	20	12	0.0269507709310429	0.0447384633732766	0.0101925518613168	0.95	492121.652777778	437075.55	3142895	0.00462060732721886	0.00351380509110074	0.00678788295733372	0.0120284755553896	2140 R4
restore_4km	rep005	2140	SE	20	6	0.0096906018405824	0.0223248692861752	0	0.35	533717.25	165383.1	1662605	0.000829823419968268	0.0028742630576447	0.00169294989166437	0.00429356547130507	2140 R4
restore_4km	rep008	2140	NW	20	14	0.0316761398044344	0.0373414482308898	0.0250311325170677	1.3	535353.083333333	463572.25	2541757	0.00617174292874412	0.00788706185220645	0.00793091155896347	0.0096864234645204	2140 R4
restore_4km	rep008	2140	NE	20	13	0.0360357561561709	0.0974996293730244	0.0106641815400585	1	622292.5	623421.25	8369389	0.00476439717835143	0.0050471761382808	0.00461079924793363	0.021613383591605	2140 R4
restore_4km	rep008	2140	W	20	16	0.0425847847508797	0.0924297548780932	0.016998785585212	1.1	901079.53125	755672.25	8090386	0.00523590290032497	0.00694286507166328	0.00354515582372914	0.0268608609551623	2140 R4
restore_4km	rep008	2140	E	20	14	0.0211556706425284	0.0172182462157879	0.0212129025153876	1.25	352113.226190476	297195.4	1013617	0.00632131742906019	0.00924270730052167	0.00297404825605998	0.00261759765688653	2140 R4
restore_4km	rep008	2140	SE	20	9	0.0205235660151654	0.0331562517193364	0	0.85	488290.074074074	257364.55	1262239	0.00273207689720095	0.00387614880162987	0.00765998596499492	0.00625535435133965	2140 R4
restore_4km	rep009	2140	NW	20	14	0.0349849229833357	0.0456870699814117	0.0209433740174941	1.4	472673.714285714	426972.8	2041495	0.00417277993040757	0.00750843848611806	0.015129561421844	0.00817414314496605	2140 R4
restore_4km	rep009	2140	NE	20	15	0.0304869528012396	0.0526546617830369	0.0166929997326149	1.2	446538.044444444	493126.1	4222557	0.00595537638982007	0.00753496781694932	0.00182615693371035	0.0151704516607599	2140 R4
restore_4km	rep009	2140	W	20	12	0.020140983779792	0.0328989242516023	0.0106982438269917	0.95	379850.875	315713.05	2459486	0.00388449005915785	0.0067216409768847	0.0031833957429837	0.0063514570007658	2140 R4
restore_4km	rep009	2140	E	20	10	0.0133700596578101	0.0190142344107854	0.00291329394503726	0.95	272579.58	167378.7	756749	0.00524300717260345	0.00617279914370665	0.00195425334150002	0	2140 R4
restore_4km	rep009	2140	SE	20	14	0.0175474957143239	0.0196687013592423	0.0143686812068989	0.95	384767.785714286	285168.15	1588209	0.00290002798840529	0.00764876787747121	0.00289725703814909	0.00410144281029827	2140 R4
restore_6km	rep001	2140	NW	20	14	0.0301056101335484	0.0441229191322412	0.0247583243296818	1.3	426857.05952381	409686.6	2825233	0.00542541213946851	0.00987128948972112	0.00751293450139862	0.00729597400296019	2140 R6
restore_6km	rep001	2140	NE	20	13	0.0810031914219437	0.223794257949117	0.0145606850760028	1.05	2122117.41025641	1441381.75	19359420	0.00462966908346211	0.00576220784358143	0.00220270402393109	0.0684086104709691	2140 R6
restore_6km	rep001	2140	W	20	14	0.0415830978542102	0.100006691620636	0.0159776917070185	1.1	965883.309523809	725862.9	8826546	0.0052759409364593	0.00428041830657597	0.00325927794459432	0.0287674606665806	2140 R6
restore_6km	rep001	2140	E	20	11	0.0174204555214967	0.0207611508169374	0.0085269344370444	1.1	301058.454545455	225323.85	1205439	0.00522392299516326	0.00602082814587171	0.00306273932371976	0.00311296505674199	2140 R6
restore_6km	rep001	2140	SE	20	11	0.0193997481301767	0.021646789016974	0.0160236331842392	1.15	340353.621212121	237633.9	866628	0.00623289235196553	0.0090377396194083	0.00412911615880287	0	2140 R6
restore_6km	rep002	2140	NW	20	18	0.0414421667560447	0.0551029561312398	0.025383169738806	1.8	435043.935185185	602177.05	4526873	0.00932680163802671	0.00852258045556075	0.00755085494274256	0.0160419297197146	2140 R6
restore_6km	rep002	2140	NE	20	11	0.0988224003722009	0.204233913531794	0.0102011771864386	0.8	2167420.8030303	1792058.15	12829237	0.00201501798225342	0.0039307052742417	0.00275813106042071	0.090118546055285	2140 R6
restore_6km	rep002	2140	W	20	10	0.0100270644108807	0.0157408698507373	0.00376838905112592	0.8	220060.525	116874.85	387539	0.00481606390880418	0.00521100050207656	0	0	2140 R6
restore_6km	rep002	2140	E	20	14	0.0241185911962081	0.0221165488040725	0.02691116932603	1.4	334543.261904762	297841.35	1082684	0.00711240694139308	0.00817111395144273	0.00603911176918382	0.00279595853418849	2140 R6
restore_6km	rep002	2140	SE	20	13	0.0282824075028139	0.0371850476573483	0.0131055617387602	1.1	528155.461538462	435753.15	2098398	0.00492253244297253	0.00634808692612988	0.00273019946864898	0.0142815886650626	2140 R6
restore_6km	rep003	2140	NW	20	14	0.0177307451366724	0.0161556066915344	0.0164528076698664	1.2	286163.488095238	218864.85	478129	0.00632150594664518	0.0114092391900272	0	0	2140 R6
restore_6km	rep003	2140	NE	20	10	0.0288503128539708	0.0482499857314336	0.00448181190087239	0.75	755704.85	499750.6	3044109	0.00248410912967939	0.00478788698592869	0	0.0215783167383627	2140 R6
restore_6km	rep003	2140	W	20	13	0.0183628523464681	0.025247668402293	0.0114708043849087	0.95	360982.615384615	295446.65	1938467	0.00496898782429479	0.00622405784979735	0.00216384615952751	0.0050059605128484	2140 R6
restore_6km	rep003	2140	E	20	9	0.0251785713455647	0.0626770810175266	0	0.5	1061937	480113.2	5373868	0.00184397830157432	0.00149906859400848	0.00146342327584787	0.020372101174134	2140 R6
restore_6km	rep003	2140	SE	20	12	0.0217544748005962	0.0351509799114928	0.0126893768894691	0.85	567440.069444444	363213.4	2975828	0.00327621353805207	0.0059470248025614	0.00484636100890273	0.00768487545107997	2140 R6
restore_6km	rep004	2140	NW	20	16	0.0414034147713806	0.0813877903088495	0.0173150044658008	1.1	617844.489583333	682853.25	6656387	0.0033423109022715	0.00960740618964693	0.00520418287982458	0.0232495147996376	2140 R6
restore_6km	rep004	2140	NE	20	10	0.0101659760466974	0.012442517641415	0.00420541413207356	0.75	287376.95	148478.8	513394	0.00332218342203215	0.00551798718586579	0.00132580543879947	0	2140 R6
restore_6km	rep004	2140	W	20	12	0.0749682347869279	0.220425899175496	0.0141656503502889	0.95	2184548.14583333	1338205.45	19359420	0.00405601781961181	0.00399750247771503	0.00590128733752173	0.0610134271520793	2140 R6
restore_6km	rep004	2140	E	20	13	0.0146197530584912	0.0160419166715255	0.00972402110178044	0.9	312078.461538462	231576	742358	0.00526083370533276	0.00402187289483317	0.0053370464583253	0	2140 R6
restore_6km	rep004	2140	SE	20	14	0.0186949583528501	0.0223409416380926	0.0108810800601128	1.05	371409.922619048	281826.6	1269256	0.00698405487276897	0.00161724846034073	0.00681588685722024	0.00327776816252013	2140 R6
restore_6km	rep005	2140	NW	20	13	0.0270751667128147	0.0533741889193098	0.0123193401120125	1	647143.012820513	438122.4	4694181	0.00374314318933224	0.00921985277138152	0.00198976437316173	0.0121224063789392	2140 R6
restore_6km	rep005	2140	NE	20	10	0.0137560171326847	0.0264290790614386	0.00379994637836802	0.55	501124.4	256009.4	2220396	0.00256696131706959	0.00340455011208016	0.00205048253012705	0.00573402317340793	2140 R6
restore_6km	rep005	2140	W	20	13	0.0144065861536468	0.0166331244266279	0.0107246104645647	0.75	375067.423076923	251053.3	1022088	0.00363143231684135	0.00581101582106717	0.00232466457169399	0.00263947344404429	2140 R6
restore_6km	rep005	2140	E	20	13	0.0210605286580559	0.0219793332742797	0.0167544099815361	0.85	536172.884615385	358214.65	1304512	0.00251449145005609	0.00640981481426963	0.00301665839513482	0.00911956399859536	2140 R6
restore_6km	rep005	2140	SE	20	13	0.0304254779915016	0.0705404481916476	0.0117829171975503	0.95	784190.179487179	530274.7	6218892	0.00541535098178151	0.00430954814710714	0.00142328452483936	0.0192772943377736	2140 R6
restore_6km	rep008	2140	NW	20	14	0.0350944723596808	0.0738982296111851	0.0169328302547895	1	790782.714285714	579409.3	6391313	0.00268514893069985	0.00751436775153114	0.00570627493435585	0.019188680743094	2140 R6
restore_6km	rep008	2140	NE	20	14	0.094515504383447	0.257316756705672	0.0139543815334578	1	1932522.75	1656927.4	19358784	0.00413714494197764	0.00842523823845243	0	0.081953121203017	2140 R6
restore_6km	rep008	2140	W	20	9	0.0116993548411755	0.0195237656891091	0	0.55	408654.888888889	202116.55	1381483	0.00274423757264964	0.00224495520486464	0.00314257522975	0.0035675868339112	2140 R6
restore_6km	rep008	2140	E	20	14	0.0205668191799754	0.0214490673680759	0.0156883043018835	1.2	340247.291666667	290963.65	1112019	0.00666738923132807	0.00659419792456084	0.00443351782748823	0.00287171419659822	2140 R6
restore_6km	rep008	2140	SE	20	13	0.0143032836819333	0.0159192673244627	0.0115805577734348	0.75	366755.923076923	256553.5	855281	0.00295993784394452	0.00532205801910163	0.00602128781888718	0	2140 R6
restore_6km	rep009	2140	NW	20	15	0.0787467908754803	0.22029190195765	0.0195141783042704	1.25	1745463.71666667	1421378.15	19359420	0.00624039690130805	0.00755292605374487	0	0.0649534679204274	2140 R6
restore_6km	rep009	2140	NE	20	13	0.0218544950003845	0.0323962319465122	0.0119792337292151	0.95	426653.307692308	342774.7	2576721	0.00332422870870774	0.00966486015171585	0.00221119764498668	0.00665420849497425	2140 R6
restore_6km	rep009	2140	W	20	14	0.0258753452518799	0.0270823748300829	0.015391247071715	1.3	397152.845238095	348555.7	1303318	0.00348523047359388	0.0108674577277722	0.00506304776947801	0.00645960928103577	2140 R6
restore_6km	rep009	2140	E	20	10	0.0107010509313053	0.0140776337533354	0.00369484136865006	0.8	260920.15	144296.65	664523	0.0045148386323044	0.00299998362737686	0.00318622867162401	0	2140 R6
restore_6km	rep009	2140	SE	20	10	0.0205173604294565	0.0376028535469831	0.00356491918096185	0.6	560417.75	340118.95	2040456	0.00164161887745887	0.00399550367482752	0.0025328293044543	0.0123474085727158	2140 R6
status_quo	rep001	2140	NW	20	11	0.0675051205766221	0.220441766010132	0.0103216993192036	1	2107927.3030303	1212423.3	19359420	0.00576910552124622	0.00481451444920146	0.00692710190263826	0.0499943987035362	2140 SQ
status_quo	rep001	2140	NE	20	13	0.0430924238707887	0.0949123173085772	0.0111766136550053	0.95	924489.679487179	767361.8	6341661	0.00512009887205022	0.00537671778902031	0.00150583973247237	0.0310897674772458	2140 SQ
status_quo	rep001	2140	W	20	12	0.0599631776090279	0.186558766761218	0.0129037962741591	1	915547.055555556	881923.1	11979808	0.00498601380289603	0.00499973943254348	0.00238449695425308	0.0475929274193353	2140 SQ
status_quo	rep001	2140	E	20	12	0.0236901630336229	0.0300362321764181	0.0153057169016448	0.9	493922.458333333	366591.3	1712297	0.00154462012389582	0.00979250205135539	0.00502584524441666	0.00732719561395503	2140 SQ
status_quo	rep001	2140	SE	20	15	0.0283201988225243	0.0256634936009095	0.0309211707778737	1.45	364601.9	388678.75	1142249	0.00554077198932381	0.0097707192317738	0.010058926465178	0.00294978113624868	2140 SQ
status_quo	rep002	2140	NW	20	15	0.0446030850050582	0.113024675634981	0.016167758751619	1.2	635844.161111111	606398.05	6887176	0.00458012769509775	0.0108316626285167	0	0.0291912946814438	2140 SQ
status_quo	rep002	2140	NE	20	14	0.0211646084420034	0.0348174868839489	0.0152993124686202	0.95	384653.047619048	338648.3	2282332	0.00351345129782478	0.00585898450793476	0.00589820391291231	0.00589396872333154	2140 SQ
status_quo	rep002	2140	W	20	14	0.0203485338935766	0.0225020821722673	0.0168192806902367	1.05	374886.154761905	323573.1	1611485	0.00373133372472683	0.00885961374347942	0.00359603491221717	0.00416155151315318	2140 SQ
status_quo	rep002	2140	E	20	11	0.02487531111212	0.0705466604278095	0.00723943680448955	0.65	838366.136363636	462196.95	6216767	0.00264609480141325	0.00438522375410407	0.00178961034654749	0.0160543822100552	2140 SQ
status_quo	rep002	2140	SE	20	12	0.040477969034463	0.0890842053702536	0.0162012270790378	0.9	811148.180555556	701796.45	7467053	0.00215467335867939	0.00776553515313232	0.00419910008419247	0.0263586604384588	2140 SQ
status_quo	rep003	2140	NW	20	15	0.0376041140011804	0.0501257125674781	0.0261034618594579	1.6	417229.712222222	454170.6	2152044	0.00619451223760612	0.00711292859279267	0.0127548570522802	0.0115418161185014	2140 SQ
status_quo	rep003	2140	NE	20	13	0.0173462648132857	0.0228174664445958	0.0111017747561938	1.1	293497.071794872	215074.5	884252	0.00431032545934117	0.0094237874794264	0.00361215187451815	0	2140 SQ
status_quo	rep003	2140	W	20	15	0.039148806433191	0.107892553502626	0.0106630194453565	0.95	943599.466666667	718570.65	9471395	0.00579548507098255	0.00299427386874084	0.00133717588985078	0.0290218716036168	2140 SQ
status_quo	rep003	2140	E	20	15	0.063847838108742	0.201115550245236	0.0156373787296074	1.25	1436120.71111111	1134102.65	17711606	0.00791719109418137	0.0042520425363848	0.0031746877800164	0.0485039166981594	2140 SQ
status_quo	rep003	2140	SE	20	11	0.0267054165853846	0.0332823529696788	0.0112504712294017	1	530543.348484849	393081.85	1578130	0.00242113392655944	0.00453780937091475	0.0156710588165052	0.00407541447140521	2140 SQ
status_quo	rep004	2140	NW	20	13	0.0472631430199247	0.0798853472171814	0.013323854772457	1.1	990468.064102564	788117.3	6152522	0.00352669401256271	0.00782653221282613	0.0027836093411548	0.033126307453381	2140 SQ
status_quo	rep004	2140	NE	20	15	0.0529122687192668	0.120519914446679	0.0200706925449146	1	820373.766666667	841094.95	7902238	0.00159235380939033	0.00719066756349388	0.00973481050548072	0.0343944368409018	2140 SQ
status_quo	rep004	2140	W	20	10	0.0116262668317151	0.0184538731351535	0.00344085911543727	0.7	319863.1	186761	1168855	0.00411746422259041	0.00132577186717474	0.00316454140205125	0.0030184893398987	2140 SQ
status_quo	rep004	2140	E	20	15	0.106075028242775	0.256781074027318	0.0183689727118988	1.25	2064435.4	1911676.85	19355660	0.00642112328693683	0.0052132033171451	0.0034827978220176	0.0909579038166754	2140 SQ
status_quo	rep004	2140	SE	20	11	0.0192454012942843	0.0299424810842476	0.00966767242089479	0.85	412776.863636364	278481.2	1475979	0.0028160989265912	0.00596126433631041	0.00665642163977347	0.00381161639160918	2140 SQ
status_quo	rep005	2140	NW	20	15	0.039114648596249	0.0677720927668687	0.0133276509484836	0.9	814314.8	722784.65	4361066	0.00248801635031092	0.00787579211602932	0.00234541183577443	0.0264054282941343	2140 SQ
status_quo	rep005	2140	NE	20	13	0.070243607071713	0.18547967398642	0.0109764234743336	0.9	1938281	1285520.8	15473572	0.00378603997843359	0.00543844825959274	0.00189877494042457	0.0591203438932621	2140 SQ
status_quo	rep005	2140	W	20	13	0.0161472129172869	0.0177963472612691	0.0123962191326342	0.85	397181.057692308	277711.7	1141786	0.00464176003322868	0.00634977583709684	0.00220709157703947	0.00294858546992192	2140 SQ
status_quo	rep005	2140	E	20	14	0.0253256279740263	0.0620809597218196	0.0110581058197238	1.05	326168.327380952	388529.7	4413432	0.00616768850945033	0.00569775548897355	0.00206279298667067	0.0113973909889317	2140 SQ
status_quo	rep005	2140	SE	20	12	0.042425342775327	0.0986623397331918	0.015978724680087	1	797285.916666667	716463.45	8472406	0.00330091708898479	0.00700951507647435	0.00322414653053528	0.0288907640793325	2140 SQ
status_quo	rep008	2140	NW	20	20	0.0494882341526824	0.044393679936989	0.0364521476000756	1.65	659754.058333333	794608.25	3025827	0.00608539412751712	0.0120681856225747	0.00447553917191404	0.0268591152306766	2140 SQ
status_quo	rep008	2140	NE	20	13	0.0464143593792844	0.101280204309413	0.00897188758629263	1.15	934320.865384615	741031.95	7931618	0.00532416270172867	0.00922672720715226	0	0.0318634694704035	2140 SQ
status_quo	rep008	2140	W	20	15	0.0240807792170364	0.0391043249989319	0.0138277648595887	1.1	412372.433333333	368193.4	2560114	0.00650125617272425	0.0038509106871342	0.00348661723993831	0.0102419951172396	2140 SQ
status_quo	rep008	2140	E	20	11	0.0129557419073404	0.0171015975696355	0.00793408536871638	0.85	270145.545454545	166066.95	632508	0.00436481478870355	0.00695751779463969	0.00163340932399712	0	2140 SQ
status_quo	rep008	2140	SE	20	13	0.044661238806381	0.071695010520805	0.0186964768232607	1.25	809814.205128205	687031.1	4547614	0.00518286231569113	0.00633071231911802	0.00856881374767329	0.0245788504238986	2140 SQ
status_quo	rep009	2140	NW	20	13	0.0594989285228604	0.119747228798239	0.0181293229600112	1.05	1101497.70512821	816260.55	5599962	0.00238408376502569	0.00862811156666945	0.00410010511017458	0.0443866280809907	2140 SQ
status_quo	rep009	2140	NE	20	15	0.0325409939235876	0.0535350963168478	0.0165219135681477	1.2	613860.833333333	525295.4	4418076	0.00497065865823306	0.00696509981696234	0.0046776558473584	0.0159275796010338	2140 SQ
status_quo	rep009	2140	W	20	13	0.0194899189317571	0.0218629820161498	0.0118111431866465	0.95	378768.923076923	316587.05	997649	0.00442084583037064	0.00432805644206165	0.0107410166593248	0	2140 SQ
status_quo	rep009	2140	E	20	13	0.0250776395470434	0.0505273317550653	0.011792084833533	0.95	406603.794871795	402001.7	3938352	0.00533335874447082	0.00532707826821445	0.00164354278979892	0.0127736597445592	2140 SQ
status_quo	rep009	2140	SE	20	11	0.0222554512442135	0.0282892063865045	0.0122180312783212	1.1	401790.977272727	299012.4	1188890	0.00526285575011431	0.00634464454337916	0.00757772257225375	0.00307022837846625	2140 SQ
