sit_uid	sit_name	reg_code	sum	sit_length_equivalent	count_per_1000m_equivalent	date	year	week	day_of_year	lat	lon	site_category	county	corine_1
691	Höglunda, västra infarten	VGotSve	1	392.7	2.54647313470843	2014/07/06	2014	27	187	6648008.46061885	396855.022170055		Värmlands län	24.0
704	Granstorp	OGot	1	392.7	2.54647313470843	2015/07/01	2015	27	182	6367967.22284731	518578.684373896		Jönköpings län	24.0
704	Granstorp	OGot	1	392.7	2.54647313470843	2024/07/03	2024	27	185	6367967.22284731	518578.684373896		Jönköpings län	24.0
722	Syntorp 1:17	OGot	1	392.7	2.54647313470843	2020/06/28	2020	26	180	6461197.21087168	588534.249053439		Östergötlands län	12.0
755	Söderö skola 600 m SO	OGot	1	392.7	2.54647313470843	2016/06/23	2016	25	175	6438400.08960813	552463.056598013		Östergötlands län	24.0
766	Bredgården Holsljunga	VGotSve	1	392.7	2.54647313470843	2021/07/16	2021	28	197	6365803.02450981	377857.270724695		Västra Götalands län	12.0
767	Grustäkt Holsljunga	VGotSve	1	392.7	2.54647313470843	2017/07/22	2017	29	203	6366442.26860993	376220.517495268		Västra Götalands län	24.0
768	Skjutbana Holsljunga	VGotSve	1	392.7	2.54647313470843	2016/06/23	2016	25	175	6366297.39160775	375803.450679665		Västra Götalands län	24.0
768	Skjutbana Holsljunga	VGotSve	1	392.7	2.54647313470843	2017/08/01	2017	31	213	6366297.39160775	375803.450679665		Västra Götalands län	24.0
792	Sinnerum	OGot	1	392.7	2.54647313470843	2016/07/01	2016	26	183	6382058.55082643	587511.597147657		Kalmar län	21.0
792	Sinnerum	OGot	1	392.7	2.54647313470843	2016/07/08	2016	27	190	6382058.55082643	587511.597147657		Kalmar län	21.0
792	Sinnerum	OGot	1	392.7	2.54647313470843	2016/07/14	2016	28	196	6382058.55082643	587511.597147657		Kalmar län	21.0
792	Sinnerum	OGot	1	392.7	2.54647313470843	2017/06/27	2017	26	178	6382058.55082643	587511.597147657		Kalmar län	21.0
800	Ässkogstorp	OSve	1	392.7	2.54647313470843	2017/07/07	2017	27	188	6566659.36869776	515328.843488441		Örebro län	20.0
800	Ässkogstorp	OSve	1	392.7	2.54647313470843	2017/07/11	2017	28	192	6566659.36869776	515328.843488441		Örebro län	20.0
846	Österås, N Byasjön	OGot	1	392.7	2.54647313470843	2015/08/03	2015	32	215	6397323.44312112	518347.881003396		Östergötlands län	20.0
847	Linneberg, Tidersrum	OGot	1	392.7	2.54647313470843	2015/06/28	2015	26	179	6422221.48486906	528702.715289216		Östergötlands län	18.0
862	Brandområdet N3	OSve	2	392.7	5.09294626941686	2017/06/22	2017	25	173	6650449.30889815	558926.528385035		Västmanlands län	33.0
862	Brandområdet N3	OSve	4	392.7	10.1858925388337	2017/06/28	2017	26	179	6650449.30889815	558926.528385035		Västmanlands län	33.0
884	Länsmansbärby, fjärilsrabatten	OSve	1	392.7	2.54647313470843	2019/06/02	2019	22	153	6622900.33945241	630310.942236174		Uppsala län	12.0
884	Länsmansbärby, fjärilsrabatten	OSve	1	392.7	2.54647313470843	2019/07/14	2019	28	195	6622900.33945241	630310.942236174		Uppsala län	12.0
899	Nedre Malsjö	NSveSNor	2	392.7	5.09294626941686	2016/07/10	2016	27	192	6677844.06636292	512998.70102837		Dalarnas län	24.0
899	Nedre Malsjö	NSveSNor	1	392.7	2.54647313470843	2021/06/18	2021	24	169	6677844.06636292	512998.70102837		Dalarnas län	24.0
900	Hammarbacken	NSveSNor	1	392.7	2.54647313470843	2018/05/28	2018	22	148	6669318.95226078	510703.633108846		Dalarnas län	2.0
900	Hammarbacken	NSveSNor	4	392.7	10.1858925388337	2019/06/21	2019	25	172	6669318.95226078	510703.633108846		Dalarnas län	2.0
900	Hammarbacken	NSveSNor	1	392.7	2.54647313470843	2019/07/01	2019	27	182	6669318.95226078	510703.633108846		Dalarnas län	2.0
900	Hammarbacken	NSveSNor	2	392.7	5.09294626941686	2020/06/06	2020	23	158	6669318.95226078	510703.633108846		Dalarnas län	2.0
900	Hammarbacken	NSveSNor	2	392.7	5.09294626941686	2020/06/20	2020	25	172	6669318.95226078	510703.633108846		Dalarnas län	2.0
900	Hammarbacken	NSveSNor	1	392.7	2.54647313470843	2021/06/16	2021	24	167	6669318.95226078	510703.633108846		Dalarnas län	2.0
900	Hammarbacken	NSveSNor	2	392.7	5.09294626941686	2022/06/11	2022	23	162	6669318.95226078	510703.633108846		Dalarnas län	2.0
900	Hammarbacken	NSveSNor	2	392.7	5.09294626941686	2022/06/19	2022	24	170	6669318.95226078	510703.633108846		Dalarnas län	2.0
950	Postgården 2, Timmersdala	VGotSve	2	392.7	5.09294626941686	2019/06/07	2019	23	158	6488749.24543451	427667.401916807		Västra Götalands län	25.0
974	Begravningsplats Sundbyberg	OSve	1	392.7	2.54647313470843	2017/06/06	2017	23	157	6585477.62264897	667969.026389924		Stockholms län	10.0
974	Begravningsplats Sundbyberg	OSve	3	392.7	7.63941940412529	2018/06/16	2018	24	167	6585477.62264897	667969.026389924		Stockholms län	10.0
1090	Timmerkajen	OSve	1	392.7	2.54647313470843	2018/05/30	2018	22	150	6595652.72568883	558384.995811562		Västmanlands län	12.0
1094	Råby Karlberg	OSve	1	392.7	2.54647313470843	2023/06/11	2023	23	162	6643583.76202707	649421.340796848		Uppsala län	25.0
1094	Råby Karlberg	OSve	2	392.7	5.09294626941686	2023/06/25	2023	25	176	6643583.76202707	649421.340796848		Uppsala län	25.0
1094	Råby Karlberg	OSve	2	392.7	5.09294626941686	2023/07/05	2023	27	186	6643583.76202707	649421.340796848		Uppsala län	25.0
1095	Naverstads-Amunderöd	VGotSve	1	392.7	2.54647313470843	2019/06/14	2019	24	165	6528306.73103807	298738.8503851		Västra Götalands län	21.0
1095	Naverstads-Amunderöd	VGotSve	1	392.7	2.54647313470843	2019/07/05	2019	27	186	6528306.73103807	298738.8503851		Västra Götalands län	21.0
2638	Toratorpet Mjöbäck	VGotSve	1	392.7	2.54647313470843	2014/07/20	2014	29	201	6351671.07862464	371433.206731068		Västra Götalands län	21.0
2676	Lairu	OGot	1	392.7	2.54647313470843	2020/06/17	2020	25	169	6352985.71008601	717275.83640736		Gotlands län	12.0
2676	Lairu	OGot	1	392.7	2.54647313470843	2020/07/17	2020	29	199	6352985.71008601	717275.83640736		Gotlands län	12.0
2676	Lairu	OGot	1	392.7	2.54647313470843	2020/07/27	2020	31	209	6352985.71008601	717275.83640736		Gotlands län	12.0
2676	Lairu	OGot	1	392.7	2.54647313470843	2021/07/08	2021	27	189	6352985.71008601	717275.83640736		Gotlands län	12.0
2684	Svenshögen	VGotSve	1	392.7	2.54647313470843	2019/05/19	2019	20	139	6448198.8549185	320342.107086557		Västra Götalands län	24.0
2688	Stora Källmora norra	OSve	1	392.7	2.54647313470843	2019/06/24	2019	26	175	6618672.08933654	558557.443918892		Västmanlands län	24.0
2689	Stora Källmora södra	OSve	1	392.7	2.54647313470843	2023/07/10	2023	28	191	6618671.07763025	558556.456504515		Västmanlands län	12.0
2708	Utsiktsgatan 5, Lysekil	VGotSve	1	392.7	2.54647313470843	2024/06/17	2024	25	169	6464676.46749528	290823.010302608		Västra Götalands län	2.0
2750	Eriksborg	OSve	1	392.7	2.54647313470843	2020/06/21	2020	25	173	6572807.61286762	508334.860006113		Örebro län	12.0
2750	Eriksborg	OSve	1	392.7	2.54647313470843	2021/06/24	2021	25	175	6572807.61286762	508334.860006113		Örebro län	12.0
2750	Eriksborg	OSve	2	392.7	5.09294626941686	2022/07/01	2022	26	182	6572807.61286762	508334.860006113		Örebro län	12.0
2750	Eriksborg	OSve	2	392.7	5.09294626941686	2023/06/09	2023	23	160	6572807.61286762	508334.860006113		Örebro län	12.0
2750	Eriksborg	OSve	2	392.7	5.09294626941686	2023/06/10	2023	23	161	6572807.61286762	508334.860006113		Örebro län	12.0
2750	Eriksborg	OSve	2	392.7	5.09294626941686	2023/06/14	2023	24	165	6572807.61286762	508334.860006113		Örebro län	12.0
2750	Eriksborg	OSve	2	392.7	5.09294626941686	2023/06/23	2023	25	174	6572807.61286762	508334.860006113		Örebro län	12.0
2750	Eriksborg	OSve	2	392.7	5.09294626941686	2024/05/31	2024	22	152	6572807.61286762	508334.860006113		Örebro län	12.0
2750	Eriksborg	OSve	1	392.7	2.54647313470843	2024/07/16	2024	29	198	6572807.61286762	508334.860006113		Örebro län	12.0
2750	Eriksborg	OSve	3	392.7	7.63941940412529	2025/07/01	2025	27	182	6572807.61286762	508334.860006113		Örebro län	12.0
2750	Eriksborg	OSve	2	392.7	5.09294626941686	2025/07/08	2025	28	189	6572807.61286762	508334.860006113		Örebro län	12.0
2753	Sörbyfallet Grythyttan	OSve	2	392.7	5.09294626941686	2022/06/24	2022	25	175	6597422.8795286	479227.188488277		Örebro län	24.0
2753	Sörbyfallet Grythyttan	OSve	4	392.7	10.1858925388337	2024/06/25	2024	26	177	6597422.8795286	479227.188488277		Örebro län	24.0
2764	Logen, Olshammar	OSve	1	392.7	2.54647313470843	2020/07/13	2020	29	195	6515188.47676973	487793.864312635		Örebro län	23.0
2778	Västra ringvägen, norra delen	VGotSve	1	392.7	2.54647313470843	2019/07/11	2019	28	192	6463462.79473131	433284.278186564		Västra Götalands län	24.0
2778	Västra ringvägen, norra delen	VGotSve	2	392.7	5.09294626941686	2020/06/26	2020	26	178	6463462.79473131	433284.278186564		Västra Götalands län	24.0
2778	Västra ringvägen, norra delen	VGotSve	1	392.7	2.54647313470843	2022/06/26	2022	25	177	6463462.79473131	433284.278186564		Västra Götalands län	24.0
2780	Kårtorp, Norrköping	OGot	1	392.7	2.54647313470843	2019/07/11	2019	28	192	6489764.26718709	570168.614936388		Östergötlands län	2.0
2780	Kårtorp, Norrköping	OGot	1	392.7	2.54647313470843	2020/06/27	2020	26	179	6489764.26718709	570168.614936388		Östergötlands län	2.0
2780	Kårtorp, Norrköping	OGot	2	392.7	5.09294626941686	2021/06/16	2021	24	167	6489764.26718709	570168.614936388		Östergötlands län	2.0
2780	Kårtorp, Norrköping	OGot	1	392.7	2.54647313470843	2021/07/14	2021	28	195	6489764.26718709	570168.614936388		Östergötlands län	2.0
2816	Station Lunda	OSve	2	392.7	5.09294626941686	2020/06/11	2020	24	163	6639411.36902533	653593.374232067		Uppsala län	24.0
2816	Station Lunda	OSve	1	392.7	2.54647313470843	2022/07/08	2022	27	189	6639411.36902533	653593.374232067		Uppsala län	24.0
2816	Station Lunda	OSve	2	392.7	5.09294626941686	2024/06/21	2024	25	173	6639411.36902533	653593.374232067		Uppsala län	24.0
2816	Station Lunda	OSve	2	392.7	5.09294626941686	2024/06/22	2024	25	174	6639411.36902533	653593.374232067		Uppsala län	24.0
2816	Station Lunda	OSve	2	392.7	5.09294626941686	2024/06/24	2024	26	176	6639411.36902533	653593.374232067		Uppsala län	24.0
2816	Station Lunda	OSve	2	392.7	5.09294626941686	2024/06/26	2024	26	178	6639411.36902533	653593.374232067		Uppsala län	24.0
2816	Station Lunda	OSve	2	392.7	5.09294626941686	2024/06/28	2024	26	180	6639411.36902533	653593.374232067		Uppsala län	24.0
2834	Fågeltäppa	OSve	1	392.7	2.54647313470843	2022/06/18	2022	24	169	6625889.14543521	558817.616729703		Västmanlands län	24.0
2880	Stora Frö	OGot	1	392.7	2.54647313470843	2022/06/30	2022	26	181	6269989.59238152	586989.942135891		Kalmar län	12.0
3183	Rönnåsen	VGotSve	1	392.7	2.54647313470843	2022/07/12	2022	28	193	6405371.91308044	408990.434553229		Västra Götalands län	23.0
3184	Nolskogen	VGotSve	1	392.7	2.54647313470843	2022/07/29	2022	30	210	6399983.43408408	411760.324800995		Västra Götalands län	24.0
3184	Nolskogen	VGotSve	2	392.7	5.09294626941686	2023/06/24	2023	25	175	6399983.43408408	411760.324800995		Västra Götalands län	24.0
3193	Fotbollsplanen, Brunnsåker	OSve	2	392.7	5.09294626941686	2021/06/28	2021	26	179	6592020.70952703	610667.276239169		Södermanlands län	24.0
3193	Fotbollsplanen, Brunnsåker	OSve	2	392.7	5.09294626941686	2025/07/09	2025	28	190	6592020.70952703	610667.276239169		Södermanlands län	24.0
3271	Västerviks gård	SGot	1	392.7	2.54647313470843	2022/06/22	2022	25	173	6234879.78054584	463641.211430119		Skåne län	23.0
3277	Barkspadevägen 7, Valsätra	OSve	1	392.7	2.54647313470843	2022/06/19	2022	24	170	6634042.94174687	647560.882983954		Uppsala län	2.0
3295	Torpa Egebo	OSve	1	392.7	2.54647313470843	2022/06/21	2022	25	172	6592549.25137959	510439.949841939		Örebro län	24.0
3304	Betesvallen Barkeryd	OGot	2	392.7	5.09294626941686	2022/07/03	2022	26	184	6397066.34450895	475902.506709054		Jönköpings län	24.0
3568	Knippels	NSveSNor	1	392.7	2.54647313470843	2024/06/06	2024	23	158	6685130.86980785	546877.683306293		Dalarnas län	12.0
3568	Knippels	NSveSNor	1	392.7	2.54647313470843	2024/06/23	2024	25	175	6685130.86980785	546877.683306293		Dalarnas län	12.0
3766	Prästakullens koloniområde	SGot	1	392.7	2.54647313470843	2023/07/19	2023	29	200	6331217.4514901	335405.897743276		Hallands län	21.0
3766	Prästakullens koloniområde	SGot	1	392.7	2.54647313470843	2023/07/26	2023	30	207	6331217.4514901	335405.897743276		Hallands län	21.0
3766	Prästakullens koloniområde	SGot	1	392.7	2.54647313470843	2023/07/30	2023	30	211	6331217.4514901	335405.897743276		Hallands län	21.0
3883	Soldattorpet Wärnersborg	OSve	3	392.7	7.63941940412529	2024/06/19	2024	25	171	6592748.65238441	604738.856493374		Södermanlands län	25.0
3890	Berg 2:12, Västerfärnebo	OSve	1	392.7	2.54647313470843	2023/06/15	2023	24	166	6646715.04044809	571206.545477295		Västmanlands län	12.0
3890	Berg 2:12, Västerfärnebo	OSve	2	392.7	5.09294626941686	2023/06/28	2023	26	179	6646715.04044809	571206.545477295		Västmanlands län	12.0
3891	Kalkugnsbacken, Berg	OSve	1	392.7	2.54647313470843	2023/06/04	2023	22	155	6646768.38730701	570907.978426524		Västmanlands län	2.0
3891	Kalkugnsbacken, Berg	OSve	1	392.7	2.54647313470843	2023/06/15	2023	24	166	6646768.38730701	570907.978426524		Västmanlands län	2.0
3891	Kalkugnsbacken, Berg	OSve	1	392.7	2.54647313470843	2023/08/23	2023	34	235	6646768.38730701	570907.978426524		Västmanlands län	2.0
3891	Kalkugnsbacken, Berg	OSve	5	392.7	12.7323656735421	2024/06/11	2024	24	163	6646768.38730701	570907.978426524		Västmanlands län	2.0
3891	Kalkugnsbacken, Berg	OSve	1	392.7	2.54647313470843	2024/08/05	2024	32	218	6646768.38730701	570907.978426524		Västmanlands län	2.0
3892	Kloberget, Islingsby	OSve	2	392.7	5.09294626941686	2023/08/23	2023	34	235	6646503.04929563	571858.947662996		Västmanlands län	12.0
3892	Kloberget, Islingsby	OSve	1	392.7	2.54647313470843	2024/06/12	2024	24	164	6646503.04929563	571858.947662996		Västmanlands län	12.0
3892	Kloberget, Islingsby	OSve	1	392.7	2.54647313470843	2024/06/24	2024	26	176	6646503.04929563	571858.947662996		Västmanlands län	12.0
3898	Åhsbergska hagen, Visby 	OGot	1	392.7	2.54647313470843	2023/07/31	2023	31	212	6396209.19806477	698209.754903509		Gotlands län	24.0
3961	Lekatorp	OSve	4	392.7	10.1858925388337	2025/07/04	2025	27	185	6576615.18139576	515759.203024512		Örebro län	25.0
4060	Rönnstigen 15	OGot	1	392.7	2.54647313470843	2024/07/22	2024	30	204	6376034.93082724	688537.917221094		Gotlands län	24.0
4060	Rönnstigen 15	OGot	3	392.7	7.63941940412529	2024/08/01	2024	31	214	6376034.93082724	688537.917221094		Gotlands län	24.0
4070	Ishult Ängsbacka punkt	OGot	3	392.7	7.63941940412529	2024/06/18	2024	25	170	6371123.91392455	576013.532335989		Kalmar län	24.0
4070	Ishult Ängsbacka punkt	OGot	3	392.7	7.63941940412529	2024/06/23	2024	25	175	6371123.91392455	576013.532335989		Kalmar län	24.0
4094	Bergs skogar 1, Partystugan	OSve	1	392.7	2.54647313470843	2024/06/17	2024	25	169	6647927.57400292	571031.817478188		Västmanlands län	25.0
4094	Bergs skogar 1, Partystugan	OSve	2	392.7	5.09294626941686	2024/07/04	2024	27	186	6647927.57400292	571031.817478188		Västmanlands län	25.0
4095	Bergs skogar 2	OSve	1	392.7	2.54647313470843	2024/06/17	2024	25	169	6647684.71415818	571037.775570148		Västmanlands län	25.0
4096	Bergs skogar 3	OSve	3	392.7	7.63941940412529	2024/06/17	2024	25	169	6647408.71006642	571031.141016273		Västmanlands län	12.0
4097	Bergs skogar 4, Soldattorpet	OSve	1	392.7	2.54647313470843	2024/07/29	2024	31	211	6647301.47461661	571091.431082805		Västmanlands län	12.0
