landscape	model	rep	simulation_year	target	empirical_year	locality	n_draws	mean_H	median_H	sd_sampling	q025_sampling	q975_sampling	min_H	max_H	empirical_H	sim_empirical_ratio
skane_only	Kexp1p3_D120	rep004	1956	ESkane_hist	1956	Degeberga	100	0.230493272013986	0.23162871601086	0.00633382777999292	0.215211416790223	0.238486365969239	0.20365064045105	0.238978319393104	2.2752	0.101306817868313
skane_only	Kexp1p3_D120	rep004	2020	ESkane_mod	2021	Fästan	100	0.229092315202022	0.232038031589246	0.00892188432840481	0.202671414262538	0.236648319515511	0.194166656466058	0.237945346324622	2.224	0.103009134533283
skane_only	Kexp1p3_D120	rep004	2020	SESkane_mod	2022	SE Skåne	100	0.220813414200073	0.227239318307722	0.012671312506069	0.194626513941008	0.234165033812935	0.186680368611717	0.234293048689636	1.927	0.114589213388725
skane_only	Kexp1p3_D120	rep004	2020	WSkane_mod	2021	Silvåkra	100	0.230505680602971	0.231130952113486	0.0041355602369374	0.220599146072153	0.236295494651808	0.214658259712052	0.23737075505528	2.147	0.107361751561701
skane_only	Kexp1p3_D120	rep005	1951	WSkane_hist	1951	Torna Hällestad	100	0.232750937952458	0.233379605361936	0.00429989576427006	0.221440244393164	0.23874641693923	0.213680808946001	0.239928654616106	2.249	0.103490857248759
skane_only	Kexp1p3_D120	rep005	1956	ESkane_hist	1956	Degeberga	100	0.230899643619127	0.232919932346462	0.00773455374622573	0.205967340800385	0.23736533194667	0.188982422878618	0.237821389556405	2.2752	0.101485427047788
skane_only	Kexp1p3_D120	rep005	2020	ESkane_mod	2021	Fästan	100	0.230234589733312	0.230927585540629	0.00363293061100723	0.221942495267304	0.234991688956934	0.220572030529106	0.23552431569537	2.224	0.103522747182244
skane_only	Kexp1p3_D120	rep005	2020	SESkane_mod	2022	SE Skåne	100	0.22424657397696	0.230091061814636	0.0136530191908727	0.188832641783688	0.236605986065651	0.183810179157152	0.238056022010531	1.927	0.116370821991157
skane_only	Kexp1p3_D120	rep005	2020	WSkane_mod	2021	Silvåkra	100	0.22982779202678	0.230433695292261	0.00508782370734696	0.215586160051223	0.234933584221832	0.204141302658578	0.236144099536458	2.147	0.107046013985459
skane_only	Kexp1p5_D120	rep001	1951	WSkane_hist	1951	Torna Hällestad	100	0.229183152271232	0.2298674969291	0.00552566726640033	0.214153652368099	0.236917796364751	0.211459916848767	0.238007324708731	2.249	0.10190446966262
skane_only	Kexp1p5_D120	rep001	1956	ESkane_hist	1956	Degeberga	100	0.228589399351469	0.231597726818806	0.00864440628333749	0.202976367280599	0.236060428717911	0.198960942720146	0.236860724602717	2.2752	0.100470024328177
skane_only	Kexp1p5_D120	rep001	2020	ESkane_mod	2021	Fästan	100	0.228263418875383	0.230020506064869	0.00620268253399726	0.214327708330137	0.236342301243974	0.212598769656767	0.236776795540903	2.224	0.102636429350442
skane_only	Kexp1p5_D120	rep001	2020	SESkane_mod	2022	SE Skåne	100	0.226634438792336	0.228917899544004	0.00737681616778312	0.210001026849014	0.234890512934066	0.206697911003069	0.235997454252629	1.927	0.117609983805052
skane_only	Kexp1p5_D120	rep001	2020	WSkane_mod	2021	Silvåkra	100	0.229712099043111	0.231624842361854	0.0065549267451533	0.210899367557074	0.23584631276906	0.205387326422434	0.236111819128068	2.147	0.10699212810578
skane_only	Kexp1p5_D120	rep002	1951	WSkane_hist	1951	Torna Hällestad	100	0.229466806675836	0.232155532275786	0.00946912812770422	0.196440488433051	0.237073517054824	0.186492957783579	0.239102276161321	2.249	0.102030594342302
skane_only	Kexp1p5_D120	rep002	1956	ESkane_hist	1956	Degeberga	100	0.230676418139028	0.231292999763604	0.00461767933223958	0.223389722816655	0.237475343578463	0.208619240910444	0.238844032894201	2.2752	0.101387314582906
skane_only	Kexp1p5_D120	rep002	2020	ESkane_mod	2021	Fästan	100	0.213944991808265	0.217744266754139	0.0151600859626189	0.186960862303192	0.233893025257379	0.171344407734303	0.234865795364213	2.224	0.0961982876835725
skane_only	Kexp1p5_D120	rep002	2020	SESkane_mod	2022	SE Skåne	100	0.227113959647483	0.228630142760641	0.00604183302513418	0.212983552124776	0.234540777766595	0.21103639789069	0.235156319039723	1.927	0.117858827009591
skane_only	Kexp1p5_D120	rep002	2020	WSkane_mod	2021	Silvåkra	100	0.22868312874527	0.231469896401581	0.00865593540586131	0.206308609277885	0.236691091056628	0.202249670726922	0.237545069260586	2.147	0.106512868535291
skane_only	Kexp1p5_D120	rep003	1951	WSkane_hist	1951	Torna Hällestad	100	0.231258085273889	0.233622354033029	0.00999927111583644	0.18733586380746	0.238708971665497	0.184385692723877	0.239608432964877	2.249	0.102827072153797
skane_only	Kexp1p5_D120	rep003	1956	ESkane_hist	1956	Degeberga	100	0.227846588417924	0.231721683587024	0.0123457340010753	0.197419488658705	0.238237161216468	0.166711523522165	0.239546454580768	2.2752	0.100143542729397
skane_only	Kexp1p5_D120	rep003	2020	ESkane_mod	2021	Fästan	100	0.229773044454151	0.230675798355187	0.00460967803483347	0.217506198742262	0.235770292407302	0.216627364623844	0.237390123300314	2.224	0.103315217830104
skane_only	Kexp1p5_D120	rep003	2020	SESkane_mod	2022	SE Skåne	100	0.228521016534335	0.232164386330659	0.00874908749600661	0.208248292903173	0.237583990210131	0.204875451375106	0.238137184180197	1.927	0.118589007023526
skane_only	Kexp1p5_D120	rep003	2020	WSkane_mod	2021	Silvåkra	100	0.232311123844226	0.233132337433668	0.00421381143903061	0.221106755494087	0.237952286612426	0.218383418840262	0.238590954492423	2.147	0.108202665973091
skane_only	Kexp1p5_D120	rep004	1951	WSkane_hist	1951	Torna Hällestad	100	0.225816176554517	0.229893321255812	0.0138779563334419	0.183514379940613	0.237271847883973	0.154398484545871	0.241106243914175	2.249	0.1004073706334
skane_only	Kexp1p5_D120	rep004	1956	ESkane_hist	1956	Degeberga	100	0.229994449319217	0.231706188990996	0.00828521550847515	0.200673870310955	0.238282353788215	0.195087293713341	0.239091946430636	2.2752	0.101087574419487
skane_only	Kexp1p5_D120	rep004	2020	ESkane_mod	2021	Fästan	100	0.231098736265913	0.231415019707318	0.00258294462278611	0.225090964899627	0.235786916817623	0.22269608140117	0.236279677251697	2.224	0.103911302277839
skane_only	Kexp1p5_D120	rep004	2020	SESkane_mod	2022	SE Skåne	100	0.222632996260202	0.22530987218338	0.00980922685521652	0.201966894349426	0.234785371032453	0.193527504379935	0.236499184028749	1.927	0.11553346977696
skane_only	Kexp1p5_D120	rep004	2020	WSkane_mod	2021	Silvåkra	100	0.227911885228015	0.230792007825391	0.0089178877505836	0.204476050493583	0.235351776912525	0.185883503673175	0.23578255896249	2.147	0.106153649384264
skane_only	Kexp1p5_D120	rep005	1951	WSkane_hist	1951	Torna Hällestad	100	0.230724657981326	0.231215526783468	0.00521716757817646	0.216166658635301	0.237446678575813	0.211170684389592	0.238131281476949	2.249	0.102589887941897
skane_only	Kexp1p5_D120	rep005	1956	ESkane_hist	1956	Degeberga	100	0.229328078392739	0.231267175436892	0.00869551934666367	0.197416647982767	0.237805378473843	0.195624439708952	0.238255238245167	2.2752	0.100794689870227
skane_only	Kexp1p5_D120	rep005	2020	ESkane_mod	2021	Fästan	100	0.22333349034524	0.227902911274482	0.0120956705775836	0.191975462344542	0.235504947450336	0.175082479025869	0.236305501578409	2.224	0.100419734867464
skane_only	Kexp1p5_D120	rep005	2020	SESkane_mod	2022	SE Skåne	100	0.2260990636077	0.227032723694026	0.00494630462182876	0.214004350867807	0.233651867549271	0.210851938414175	0.235230102830329	1.927	0.117332155478827
skane_only	Kexp1p5_D120	rep005	2020	WSkane_mod	2021	Silvåkra	100	0.228294214384987	0.230039874309903	0.00651004076889267	0.205866367682942	0.234241653667992	0.200764771940981	0.235104670386299	2.147	0.106331725377264
